,scorer,Test_size,abs_error,quantifier,dataset,actual_c.1,actual_c.2,actual_c.3,actual_c.4,pred_c.1,pred_c.2,pred_c.3,pred_c.4
0,SVC,50,1.986,SCH_DyS,news_popularity,0.0,0.3931071937332085,0.5130760232573512,0.09381678300944025,0.993,0.001,0.006,0.0
0,SVC,50,1.214,SCH_CC,news_popularity,0.0,0.3931071937332085,0.5130760232573512,0.09381678300944025,0.0,1.0,0.0,0.0
0,SVC,50,0.336,SCH_MS,news_popularity,0.0,0.3931071937332085,0.5130760232573512,0.09381678300944025,0.139,0.422,0.422,0.017
0,SVC,50,0.178,SCH_EM,news_popularity,0.0,0.3931071937332085,0.5130760232573512,0.09381678300944025,0.0,0.48,0.424,0.096
0,SVC,50,0.933,DySyn,news_popularity,0.1,0.0605890844034869,0.25691851039060776,0.5824924052059054,0.279,0.291,0.314,0.116
0,SVC,50,0.898,DyS,news_popularity,0.1,0.0605890844034869,0.25691851039060776,0.5824924052059054,0.403,0.0,0.403,0.194
0,SVC,50,1.287,DySyn+aMoSS,news_popularity,0.1,0.0605890844034869,0.25691851039060776,0.5824924052059054,0.0,0.478,0.483,0.039
0,SVC,50,0.83,SCH_AC,news_popularity,0.1,0.0605890844034869,0.25691851039060776,0.5824924052059054,0.017,0.366,0.366,0.25
0,SVC,50,0.13,SCH_GPAC,news_popularity,0.1,0.0605890844034869,0.25691851039060776,0.5824924052059054,0.12,0.021,0.302,0.557
0,SVC,50,1.638,SCH_DyS,news_popularity,0.1,0.0605890844034869,0.25691851039060776,0.5824924052059054,0.481,0.499,0.003,0.018
0,SVC,50,1.839,SCH_CC,news_popularity,0.1,0.0605890844034869,0.25691851039060776,0.5824924052059054,0.0,0.98,0.0,0.02
0,SVC,50,0.909,SCH_MS,news_popularity,0.1,0.0605890844034869,0.25691851039060776,0.5824924052059054,0.0,0.386,0.386,0.228
0,SVC,50,0.097,SCH_EM,news_popularity,0.1,0.0605890844034869,0.25691851039060776,0.5824924052059054,0.126,0.024,0.245,0.605
0,SVC,50,1.015,DySyn,news_popularity,0.1,0.045752990539896086,0.5030765550126131,0.3511704544474909,0.333,0.32,0.32,0.026
0,SVC,50,0.507,DyS,news_popularity,0.1,0.045752990539896086,0.5030765550126131,0.3511704544474909,0.353,0.0,0.353,0.293
0,SVC,50,0.888,DySyn+aMoSS,news_popularity,0.1,0.045752990539896086,0.5030765550126131,0.3511704544474909,0.0,0.49,0.495,0.015
0,SVC,50,0.708,SCH_AC,news_popularity,0.1,0.045752990539896086,0.5030765550126131,0.3511704544474909,0.044,0.4,0.4,0.156
0,SVC,50,0.196,SCH_GPAC,news_popularity,0.1,0.045752990539896086,0.5030765550126131,0.3511704544474909,0.09,0.088,0.415,0.407
0,SVC,50,0.754,SCH_DyS,news_popularity,0.1,0.045752990539896086,0.5030765550126131,0.3511704544474909,0.442,0.001,0.538,0.019
0,SVC,50,1.788,SCH_CC,news_popularity,0.1,0.045752990539896086,0.5030765550126131,0.3511704544474909,0.0,0.94,0.0,0.06
0,SVC,50,0.744,SCH_MS,news_popularity,0.1,0.045752990539896086,0.5030765550126131,0.3511704544474909,0.0,0.418,0.418,0.164
0,SVC,50,0.193,SCH_EM,news_popularity,0.1,0.045752990539896086,0.5030765550126131,0.3511704544474909,0.088,0.053,0.419,0.441
0,SVC,50,0.664,DySyn,news_popularity,0.1,0.055754000290787434,0.4512447780639189,0.39300122164529366,0.244,0.244,0.268,0.244
0,SVC,50,0.603,DyS,news_popularity,0.1,0.055754000290787434,0.4512447780639189,0.39300122164529366,0.402,0.0,0.402,0.197
0,SVC,50,0.986,DySyn+aMoSS,news_popularity,0.1,0.055754000290787434,0.4512447780639189,0.39300122164529366,0.0,0.497,0.503,0.0
0,SVC,50,0.632,SCH_AC,news_popularity,0.1,0.055754000290787434,0.4512447780639189,0.39300122164529366,0.029,0.372,0.372,0.227
0,SVC,50,0.128,SCH_GPAC,news_popularity,0.1,0.055754000290787434,0.4512447780639189,0.39300122164529366,0.113,0.07,0.387,0.43
0,SVC,50,1.536,SCH_DyS,news_popularity,0.1,0.055754000290787434,0.4512447780639189,0.39300122164529366,0.868,0.003,0.008,0.121
0,SVC,50,1.768,SCH_CC,news_popularity,0.1,0.055754000290787434,0.4512447780639189,0.39300122164529366,0.0,0.94,0.0,0.06
0,SVC,50,0.671,SCH_MS,news_popularity,0.1,0.055754000290787434,0.4512447780639189,0.39300122164529366,0.0,0.391,0.391,0.217
0,SVC,50,0.226,SCH_EM,news_popularity,0.1,0.055754000290787434,0.4512447780639189,0.39300122164529366,0.143,0.0,0.394,0.463
0,SVC,50,0.715,DySyn,news_popularity,0.1,0.6011012332539628,0.10940793407598717,0.18949083267004996,0.239,0.244,0.259,0.259
0,SVC,50,1.35,DyS,news_popularity,0.1,0.6011012332539628,0.10940793407598717,0.18949083267004996,0.442,0.0,0.442,0.115
0,SVC,50,0.756,DySyn+aMoSS,news_popularity,0.1,0.6011012332539628,0.10940793407598717,0.18949083267004996,0.0,0.483,0.488,0.03
0,SVC,50,0.617,SCH_AC,news_popularity,0.1,0.6011012332539628,0.10940793407598717,0.18949083267004996,0.072,0.418,0.418,0.092
0,SVC,50,0.165,SCH_GPAC,news_popularity,0.1,0.6011012332539628,0.10940793407598717,0.18949083267004996,0.124,0.518,0.154,0.203
0,SVC,50,1.785,SCH_DyS,news_popularity,0.1,0.6011012332539628,0.10940793407598717,0.18949083267004996,0.993,0.002,0.006,0.0
0,SVC,50,0.798,SCH_CC,news_popularity,0.1,0.6011012332539628,0.10940793407598717,0.18949083267004996,0.0,1.0,0.0,0.0
0,SVC,50,0.668,SCH_MS,news_popularity,0.1,0.6011012332539628,0.10940793407598717,0.18949083267004996,0.166,0.377,0.377,0.079
0,SVC,50,0.176,SCH_EM,news_popularity,0.1,0.6011012332539628,0.10940793407598717,0.18949083267004996,0.012,0.619,0.122,0.247
0,SVC,50,0.491,DySyn,news_popularity,0.1,0.31227776223418324,0.06716863045346001,0.5205536073123567,0.217,0.221,0.196,0.367
0,SVC,50,1.398,DyS,news_popularity,0.1,0.31227776223418324,0.06716863045346001,0.5205536073123567,0.433,0.0,0.433,0.134
0,SVC,50,1.241,DySyn+aMoSS,news_popularity,0.1,0.31227776223418324,0.06716863045346001,0.5205536073123567,0.0,0.503,0.497,0.0
0,SVC,50,0.821,SCH_AC,news_popularity,0.1,0.31227776223418324,0.06716863045346001,0.5205536073123567,0.018,0.395,0.395,0.192
0,SVC,50,0.265,SCH_GPAC,news_popularity,0.1,0.31227776223418324,0.06716863045346001,0.5205536073123567,0.069,0.445,0.054,0.432
0,SVC,50,1.516,SCH_DyS,news_popularity,0.1,0.31227776223418324,0.06716863045346001,0.5205536073123567,0.0,0.001,0.825,0.174
